EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,Attrition,JobSatisfaction,HireDate,YearsAtCompany,OfferExtended,OfferAccepted,DaysToFill,PerformanceRating,WorkLifeBalance,OverTime,SeniorityBand,Region,IsOpenRequisition
1211,37,Male,Research & Development,Manager,Human Resources,5990,No,1,2022-11,11,Yes,Yes,61,3,4,No,Mid,EMEA,0
1212,25,Female,Research & Development,Healthcare Representative,Human Resources,5485,No,3,2023-01,7,Yes,Yes,26,3,2,Yes,Mid,EMEA,0
1213,57,Male,Sales,Manager,Technical Degree,6155,No,2,2023-05,14,No,No,90,3,2,Yes,Mid,Americas,1
1214,28,Male,Research & Development,Laboratory Technician,Marketing,5398,No,1,2022-10,9,Yes,Yes,35,4,1,No,Mid,EMEA,0
1215,46,Female,Sales,Sales Executive,Other,4320,No,2,2023-08,3,Yes,Yes,44,3,3,No,Mid,Americas,0
1216,57,Female,Sales,Sales Executive,Life Sciences,3746,No,4,2024-05,3,Yes,Yes,64,4,1,Yes,Junior,Americas,0
1217,58,Male,Research & Development,Laboratory Technician,Life Sciences,4162,Yes,2,2022-11,6,Yes,No,82,3,2,No,Mid,EMEA,0
1218,42,Male,Research & Development,Healthcare Representative,Technical Degree,4733,No,4,2024-11,16,Yes,Yes,110,4,4,Yes,Mid,EMEA,0
1219,45,Male,Research & Development,Research Scientist,Medical,6603,No,4,2024-07,16,Yes,Yes,111,3,4,Yes,Senior,APAC,0
1220,28,Female,Research & Development,Manager,Other,6393,Yes,3,2024-04,11,Yes,No,81,4,3,No,Mid,EMEA,0
1221,23,Female,Research & Development,Laboratory Technician,Other,4756,No,2,2023-04,9,Yes,Yes,54,3,1,No,Mid,EMEA,0
1222,43,Male,Sales,Sales Representative,Life Sciences,6033,Yes,2,2023-04,11,No,No,54,3,4,Yes,Mid,Americas,1
1223,55,Female,Research & Development,Laboratory Technician,Technical Degree,4259,No,4,2024-08,1,Yes,Yes,45,3,2,No,Mid,Americas,0
1224,58,Female,Sales,Manager,Human Resources,8120,No,2,2022-12,11,Yes,Yes,36,4,2,No,Senior,Americas,0
1225,37,Female,Sales,Sales Representative,Technical Degree,8668,No,2,2023-02,5,Yes,Yes,81,3,4,No,Lead,Americas,0
1226,25,Female,Human Resources,Manager,Human Resources,4079,No,1,2022-05,6,Yes,Yes,60,4,3,Yes,Mid,APAC,0
1227,26,Female,Research & Development,Research Scientist,Marketing,4791,Yes,1,2024-10,2,Yes,Yes,31,4,3,Yes,Mid,Americas,0
1228,53,Female,Human Resources,Manager,Technical Degree,6430,Yes,3,2023-11,7,Yes,Yes,15,4,4,Yes,Mid,APAC,0
1229,32,Female,Research & Development,Manager,Human Resources,10026,No,3,2023-12,0,No,No,72,3,3,No,Lead,EMEA,1
1230,41,Male,Research & Development,Laboratory Technician,Technical Degree,3494,Yes,4,2024-05,12,Yes,Yes,34,3,3,No,Junior,EMEA,0
1231,59,Female,Research & Development,Laboratory Technician,Life Sciences,7312,Yes,2,2023-07,19,No,No,67,3,2,Yes,Senior,EMEA,1
1232,47,Male,Research & Development,Healthcare Representative,Marketing,5326,No,4,2022-08,14,Yes,Yes,109,3,2,Yes,Mid,EMEA,0
1233,32,Male,Research & Development,Laboratory Technician,Human Resources,3779,Yes,1,2024-03,9,Yes,Yes,106,3,3,No,Junior,Americas,0
1234,32,Male,Sales,Manager,Other,7101,No,4,2022-07,15,No,No,27,3,1,No,Senior,Americas,1
1235,32,Male,Research & Development,Research Scientist,Life Sciences,6665,No,3,2022-04,12,Yes,Yes,37,4,4,No,Senior,EMEA,0
1236,46,Female,Sales,Sales Executive,Human Resources,5114,No,2,2024-02,19,Yes,Yes,107,3,3,No,Mid,Americas,0
1237,46,Male,Sales,Sales Executive,Medical,4592,No,1,2023-11,6,Yes,No,64,4,3,No,Mid,Americas,0
1238,25,Female,Research & Development,Research Scientist,Marketing,4016,Yes,4,2024-10,18,Yes,Yes,50,4,4,Yes,Mid,EMEA,0
1239,35,Male,Sales,Manager,Marketing,6544,Yes,3,2024-08,3,Yes,No,51,3,3,No,Senior,Americas,0
1240,51,Female,Human Resources,Manager,Other,5340,No,3,2022-04,6,No,No,15,3,2,No,Mid,APAC,1
1241,27,Male,Human Resources,Manager,Medical,4031,No,3,2022-06,4,No,No,44,3,2,No,Mid,APAC,1
1242,51,Male,Human Resources,Human Resources,Marketing,4291,No,3,2022-12,10,Yes,Yes,96,4,2,Yes,Mid,APAC,0
1243,32,Female,Research & Development,Research Scientist,Human Resources,4744,No,2,2024-07,11,Yes,Yes,20,4,1,No,Mid,Americas,0
1244,52,Male,Sales,Sales Executive,Other,9204,No,3,2023-04,4,Yes,Yes,56,3,4,No,Lead,Americas,0
1245,28,Male,Human Resources,Human Resources,Marketing,6898,No,2,2023-03,11,Yes,Yes,52,3,1,No,Senior,APAC,0
1246,41,Female,Research & Development,Healthcare Representative,Life Sciences,5030,Yes,4,2022-08,13,Yes,Yes,91,3,1,No,Mid,Americas,0
1247,43,Female,Human Resources,Human Resources,Human Resources,5396,No,4,2024-10,16,Yes,Yes,103,4,4,No,Mid,APAC,0
1248,35,Male,Human Resources,Manager,Other,4221,No,3,2024-02,13,Yes,No,42,4,3,Yes,Mid,APAC,0
1249,48,Male,Human Resources,Human Resources,Technical Degree,3275,No,2,2024-04,1,Yes,Yes,81,4,4,No,Junior,APAC,0
1250,34,Female,Sales,Manager,Other,3314,No,2,2024-06,14,Yes,Yes,69,3,3,No,Junior,Americas,0
1251,35,Male,Research & Development,Research Scientist,Human Resources,6262,No,3,2024-02,18,Yes,Yes,96,4,3,Yes,Mid,Americas,0
1252,40,Female,Human Resources,Manager,Marketing,4149,No,4,2024-09,15,No,No,52,3,2,No,Mid,APAC,1
1253,37,Female,Sales,Sales Representative,Technical Degree,5480,No,3,2023-10,7,No,No,99,3,1,Yes,Mid,Americas,1
1254,44,Male,Sales,Manager,Marketing,6503,No,1,2023-11,11,Yes,Yes,96,4,3,No,Senior,Americas,0
1255,41,Male,Research & Development,Manager,Other,5637,No,2,2022-07,7,Yes,Yes,59,3,1,Yes,Mid,EMEA,0
1256,38,Male,Human Resources,Human Resources,Human Resources,3869,No,1,2024-04,10,Yes,No,28,4,4,Yes,Junior,APAC,0
1257,54,Male,Research & Development,Research Scientist,Other,6362,Yes,3,2024-11,0,Yes,Yes,114,3,1,No,Mid,EMEA,0
1258,46,Male,Research & Development,Laboratory Technician,Medical,7115,No,3,2024-10,0,Yes,Yes,48,4,4,No,Senior,EMEA,0
1259,46,Female,Sales,Sales Representative,Marketing,2955,No,3,2024-10,9,Yes,Yes,24,4,1,Yes,Junior,Americas,0
1260,30,Male,Research & Development,Healthcare Representative,Marketing,2768,No,1,2023-12,19,Yes,Yes,83,3,1,No,Junior,EMEA,0
1261,50,Female,Human Resources,Manager,Life Sciences,7883,No,4,2022-02,2,No,No,77,4,4,No,Senior,APAC,1
1262,56,Male,Sales,Sales Executive,Medical,4761,No,2,2022-11,6,No,No,54,4,3,Yes,Mid,Americas,1
1263,47,Female,Research & Development,Research Scientist,Medical,3145,No,4,2023-02,11,No,No,69,3,1,No,Junior,EMEA,1
1264,27,Male,Human Resources,Human Resources,Technical Degree,3759,No,3,2024-04,14,Yes,Yes,76,4,4,No,Junior,APAC,0
1265,46,Male,Research & Development,Healthcare Representative,Marketing,4791,No,2,2023-03,3,No,No,21,4,3,No,Mid,EMEA,1
1266,39,Female,Research & Development,Healthcare Representative,Medical,7067,No,4,2022-08,5,Yes,No,38,4,3,No,Senior,EMEA,0
1267,38,Male,Research & Development,Laboratory Technician,Technical Degree,4438,No,3,2024-01,10,Yes,Yes,52,3,2,No,Mid,EMEA,0
1268,51,Male,Research & Development,Healthcare Representative,Human Resources,6995,No,4,2023-09,2,No,No,17,4,1,Yes,Senior,Americas,1
1269,48,Female,Sales,Manager,Medical,4242,No,1,2022-01,0,Yes,Yes,64,3,4,No,Mid,Americas,0
1270,56,Male,Research & Development,Manager,Technical Degree,4141,No,4,2023-05,19,No,No,37,4,2,No,Mid,APAC,1
1271,36,Male,Research & Development,Laboratory Technician,Marketing,2500,No,2,2023-03,14,Yes,Yes,91,3,2,No,Junior,APAC,0
1272,51,Male,Human Resources,Manager,Medical,5269,Yes,2,2024-08,6,Yes,Yes,107,3,3,Yes,Mid,APAC,0
1273,29,Female,Human Resources,Human Resources,Human Resources,5634,No,1,2023-02,19,Yes,Yes,99,3,1,No,Mid,APAC,0
1274,38,Male,Research & Development,Research Scientist,Marketing,5753,No,1,2023-04,4,Yes,No,118,3,1,No,Mid,EMEA,0
1275,57,Female,Research & Development,Laboratory Technician,Marketing,6320,No,2,2022-09,0,Yes,No,32,3,1,Yes,Mid,EMEA,0
1276,25,Male,Research & Development,Research Scientist,Technical Degree,2500,No,4,2023-12,5,Yes,Yes,76,4,2,Yes,Junior,EMEA,0
1277,34,Female,Research & Development,Laboratory Technician,Other,5714,Yes,2,2023-12,16,Yes,Yes,93,4,3,No,Mid,EMEA,0
1278,25,Male,Research & Development,Laboratory Technician,Life Sciences,5399,No,4,2024-10,13,No,No,63,4,2,Yes,Mid,EMEA,1
1279,35,Male,Research & Development,Research Scientist,Human Resources,5910,No,4,2024-02,19,Yes,No,102,3,2,No,Mid,EMEA,0
1280,28,Female,Human Resources,Manager,Technical Degree,5808,No,2,2023-12,18,Yes,Yes,55,4,2,No,Mid,APAC,0
1281,38,Female,Sales,Sales Representative,Marketing,3207,No,4,2023-06,18,Yes,No,71,4,2,No,Junior,Americas,0
1282,42,Male,Research & Development,Research Scientist,Other,4075,No,2,2022-01,7,Yes,No,40,4,4,No,Mid,Americas,0
1283,44,Female,Sales,Sales Representative,Other,5558,No,4,2023-05,13,Yes,Yes,92,4,3,No,Mid,Americas,0
1284,38,Male,Research & Development,Laboratory Technician,Human Resources,7826,No,3,2022-10,17,Yes,Yes,20,3,1,Yes,Senior,EMEA,0
1285,28,Female,Sales,Sales Representative,Technical Degree,5443,No,1,2023-01,4,No,No,75,4,3,No,Mid,Americas,1
1286,59,Male,Research & Development,Healthcare Representative,Life Sciences,7607,No,1,2023-11,6,Yes,Yes,17,4,4,No,Senior,Americas,0
1287,22,Female,Research & Development,Manager,Medical,4474,No,2,2022-07,3,Yes,No,35,4,4,Yes,Mid,EMEA,0
1288,37,Female,Sales,Sales Representative,Medical,3774,No,3,2022-12,3,Yes,Yes,85,3,3,Yes,Junior,Americas,0
1289,47,Male,Research & Development,Healthcare Representative,Human Resources,7758,No,1,2023-10,12,Yes,Yes,102,4,2,No,Senior,EMEA,0
1290,58,Male,Sales,Sales Executive,Life Sciences,4885,No,1,2023-12,17,No,No,108,4,2,No,Mid,Americas,1
1291,50,Male,Sales,Sales Executive,Other,7220,No,1,2023-06,17,Yes,Yes,31,3,2,No,Senior,Americas,0
1292,39,Male,Research & Development,Manager,Technical Degree,9879,No,1,2022-04,18,Yes,Yes,104,4,2,No,Lead,APAC,0
1293,39,Male,Research & Development,Laboratory Technician,Technical Degree,5524,No,1,2024-04,11,Yes,No,63,4,3,No,Mid,Americas,0
1294,56,Male,Sales,Sales Executive,Life Sciences,2643,No,2,2024-02,15,Yes,Yes,30,4,4,No,Junior,Americas,0
1295,37,Male,Research & Development,Healthcare Representative,Human Resources,7165,No,3,2022-06,0,Yes,Yes,40,3,1,No,Senior,EMEA,0
1296,47,Male,Research & Development,Manager,Other,5270,No,2,2022-04,1,No,No,40,3,4,No,Mid,EMEA,1
1297,44,Male,Sales,Sales Representative,Technical Degree,6330,No,4,2022-09,13,Yes,No,17,3,4,No,Mid,Americas,0
1298,35,Male,Research & Development,Healthcare Representative,Technical Degree,2500,No,4,2024-12,18,Yes,No,118,3,4,No,Junior,EMEA,0
1299,48,Female,Sales,Sales Representative,Marketing,6857,No,2,2023-08,4,Yes,Yes,37,3,1,Yes,Senior,Americas,0
1300,27,Female,Sales,Manager,Human Resources,6466,No,2,2024-05,11,Yes,Yes,52,4,3,Yes,Mid,Americas,0
1301,38,Male,Research & Development,Research Scientist,Technical Degree,2500,Yes,2,2022-10,12,Yes,Yes,112,4,1,No,Junior,EMEA,0
1302,26,Male,Research & Development,Healthcare Representative,Medical,4026,No,4,2023-06,10,Yes,Yes,67,4,2,No,Mid,EMEA,0
1303,57,Male,Research & Development,Healthcare Representative,Other,6389,Yes,2,2022-08,11,Yes,Yes,64,4,3,No,Mid,EMEA,0
1304,30,Female,Research & Development,Manager,Medical,7388,Yes,2,2022-07,16,Yes,Yes,65,4,2,No,Senior,EMEA,0
1305,42,Male,Human Resources,Manager,Marketing,3985,No,2,2022-08,19,Yes,Yes,110,4,4,Yes,Junior,APAC,0
1306,47,Female,Research & Development,Laboratory Technician,Life Sciences,7830,No,1,2024-08,1,Yes,Yes,32,3,1,No,Senior,EMEA,0
1307,45,Male,Sales,Manager,Technical Degree,5137,No,1,2023-06,10,No,No,80,4,2,No,Mid,Americas,1
1308,46,Male,Research & Development,Manager,Life Sciences,6853,No,4,2023-01,1,Yes,Yes,67,3,4,Yes,Senior,EMEA,0
1309,51,Male,Sales,Sales Executive,Medical,3056,Yes,2,2024-02,11,Yes,Yes,16,3,4,No,Junior,Americas,0
1310,33,Male,Research & Development,Research Scientist,Technical Degree,5808,No,1,2023-10,14,Yes,Yes,115,3,1,Yes,Mid,Americas,0
1311,28,Male,Sales,Sales Executive,Other,4516,No,2,2023-03,0,Yes,Yes,18,3,4,No,Mid,Americas,0
1312,50,Male,Sales,Sales Executive,Marketing,2714,No,4,2023-11,3,No,No,118,4,3,Yes,Junior,Americas,1
1313,47,Male,Human Resources,Human Resources,Technical Degree,4873,No,1,2022-12,19,No,No,68,4,4,Yes,Mid,APAC,1
1314,34,Female,Research & Development,Laboratory Technician,Life Sciences,4370,No,4,2024-10,4,Yes,Yes,65,4,3,No,Mid,APAC,0
1315,26,Female,Research & Development,Laboratory Technician,Medical,2500,No,4,2023-03,7,Yes,Yes,50,3,3,No,Junior,EMEA,0
1316,30,Female,Research & Development,Healthcare Representative,Technical Degree,5082,No,1,2022-03,8,Yes,Yes,59,4,3,No,Mid,Americas,0
1317,22,Male,Sales,Sales Executive,Marketing,5803,No,2,2024-10,9,Yes,Yes,53,4,1,No,Mid,Americas,0
1318,25,Female,Sales,Manager,Marketing,4191,No,3,2023-10,1,Yes,Yes,69,4,1,No,Mid,Americas,0
1319,36,Male,Sales,Sales Executive,Human Resources,8177,No,4,2023-01,2,No,No,100,3,2,No,Senior,Americas,1
1320,42,Male,Research & Development,Laboratory Technician,Technical Degree,7066,No,4,2022-12,4,No,No,35,3,1,No,Senior,EMEA,1
1321,51,Female,Research & Development,Research Scientist,Marketing,5054,No,1,2023-07,11,Yes,Yes,21,3,4,Yes,Mid,EMEA,0
1322,23,Female,Research & Development,Manager,Marketing,3201,No,1,2024-10,7,Yes,Yes,79,4,1,No,Junior,EMEA,0
1323,42,Male,Sales,Sales Executive,Technical Degree,5314,Yes,1,2024-06,7,Yes,Yes,52,3,3,No,Mid,Americas,0
1324,34,Male,Human Resources,Manager,Human Resources,6076,No,1,2024-09,0,Yes,Yes,85,4,3,No,Mid,APAC,0
1325,44,Male,Research & Development,Manager,Other,5855,Yes,2,2023-04,14,Yes,No,84,3,1,No,Mid,EMEA,0
1326,24,Male,Research & Development,Research Scientist,Other,4752,No,3,2022-01,19,No,No,66,4,1,No,Mid,EMEA,1
1327,27,Male,Research & Development,Healthcare Representative,Medical,7392,No,3,2023-11,18,Yes,No,21,4,3,No,Senior,EMEA,0
1328,30,Male,Research & Development,Manager,Marketing,8511,No,3,2023-08,16,No,No,53,4,4,Yes,Lead,Americas,1
1329,26,Male,Sales,Sales Representative,Technical Degree,4613,Yes,3,2024-01,13,No,No,83,4,2,No,Mid,Americas,1
1330,38,Male,Research & Development,Healthcare Representative,Life Sciences,5935,Yes,3,2023-06,2,No,No,100,3,3,No,Mid,Americas,1
1331,42,Male,Research & Development,Healthcare Representative,Human Resources,5992,No,3,2022-01,17,Yes,Yes,60,4,3,No,Mid,EMEA,0
1332,39,Male,Sales,Manager,Life Sciences,5806,No,3,2024-05,8,Yes,Yes,86,3,3,No,Mid,Americas,0
1333,49,Male,Sales,Sales Executive,Technical Degree,7142,No,4,2023-02,1,No,No,92,4,3,Yes,Senior,Americas,1
1334,36,Male,Sales,Sales Executive,Human Resources,2794,No,4,2022-04,11,Yes,Yes,117,4,2,No,Junior,Americas,0
1335,25,Male,Sales,Sales Representative,Medical,3381,No,2,2023-05,17,Yes,No,116,3,2,Yes,Junior,Americas,0
1336,35,Female,Human Resources,Manager,Marketing,4862,No,3,2023-03,11,No,No,107,4,1,No,Mid,APAC,1
1337,25,Female,Research & Development,Healthcare Representative,Medical,7529,Yes,1,2022-02,12,Yes,Yes,97,3,4,No,Senior,EMEA,0
1338,24,Male,Research & Development,Healthcare Representative,Other,2500,No,4,2024-11,13,Yes,Yes,92,3,3,No,Junior,Americas,0
1339,38,Male,Sales,Sales Executive,Marketing,4559,No,3,2024-11,14,Yes,Yes,69,3,3,No,Mid,Americas,0
1340,26,Male,Research & Development,Healthcare Representative,Human Resources,6552,No,4,2023-12,12,No,No,49,3,4,No,Senior,Americas,1
1341,31,Male,Research & Development,Manager,Other,3493,No,2,2022-07,5,Yes,Yes,55,3,4,No,Junior,Americas,0
1342,46,Female,Sales,Sales Representative,Human Resources,2500,No,2,2023-04,19,Yes,Yes,103,3,4,Yes,Junior,Americas,0
1343,43,Male,Research & Development,Healthcare Representative,Other,6219,No,2,2024-09,18,Yes,No,109,4,2,Yes,Mid,Americas,0
1344,44,Female,Research & Development,Manager,Other,2500,Yes,3,2023-06,12,Yes,No,41,4,4,No,Junior,Americas,0
1345,44,Male,Research & Development,Manager,Marketing,8820,No,1,2022-05,18,No,No,53,4,2,Yes,Lead,EMEA,1
1346,32,Male,Research & Development,Healthcare Representative,Marketing,6688,No,3,2024-05,17,No,No,79,3,3,No,Senior,EMEA,1
1347,46,Male,Sales,Manager,Human Resources,6268,No,4,2022-01,9,Yes,Yes,83,3,2,No,Mid,Americas,0
1348,31,Female,Research & Development,Laboratory Technician,Other,4259,No,2,2024-07,12,Yes,No,104,4,3,Yes,Mid,Americas,0
1349,36,Female,Research & Development,Healthcare Representative,Other,2866,No,4,2022-05,15,Yes,Yes,69,3,1,No,Junior,EMEA,0
1350,59,Female,Research & Development,Manager,Technical Degree,5934,No,4,2024-02,13,Yes,No,45,4,1,No,Mid,EMEA,0
1351,51,Male,Human Resources,Human Resources,Human Resources,2785,No,1,2023-03,6,Yes,Yes,37,3,4,Yes,Junior,APAC,0
1352,59,Male,Research & Development,Laboratory Technician,Life Sciences,2500,No,3,2024-04,7,No,No,101,3,1,No,Junior,EMEA,1
1353,48,Female,Sales,Sales Representative,Medical,5985,No,2,2024-12,19,Yes,Yes,39,4,1,No,Mid,Americas,0
1354,23,Female,Sales,Sales Executive,Technical Degree,5761,No,1,2022-06,0,Yes,Yes,95,3,1,Yes,Mid,Americas,0
1355,24,Male,Research & Development,Research Scientist,Medical,4494,No,1,2024-06,0,Yes,Yes,38,3,2,No,Mid,EMEA,0
1356,36,Male,Sales,Manager,Marketing,6203,No,1,2023-05,2,No,No,27,4,3,No,Mid,Americas,1
1357,28,Male,Research & Development,Manager,Medical,3945,No,1,2023-11,4,No,No,62,3,2,No,Junior,EMEA,1
1358,25,Male,Human Resources,Human Resources,Human Resources,8602,No,2,2024-08,3,Yes,Yes,69,3,4,No,Lead,APAC,0
1359,43,Female,Research & Development,Research Scientist,Technical Degree,6207,No,4,2022-05,3,No,No,50,4,1,Yes,Mid,EMEA,1
1360,43,Male,Research & Development,Healthcare Representative,Life Sciences,4222,Yes,4,2023-06,18,Yes,Yes,87,3,2,No,Mid,Americas,0
1361,54,Female,Research & Development,Laboratory Technician,Marketing,4269,No,1,2023-02,18,Yes,Yes,115,4,4,No,Mid,EMEA,0
1362,35,Female,Research & Development,Research Scientist,Life Sciences,2500,No,1,2022-07,12,No,No,23,3,1,No,Junior,Americas,1
1363,50,Male,Research & Development,Laboratory Technician,Medical,4420,No,1,2022-09,14,No,No,107,4,2,No,Mid,EMEA,1
1364,32,Female,Human Resources,Human Resources,Technical Degree,3633,No,2,2023-04,15,Yes,Yes,103,3,2,Yes,Junior,APAC,0
1365,54,Male,Research & Development,Manager,Technical Degree,8281,No,1,2023-02,4,No,No,45,3,1,Yes,Senior,Americas,1
1366,51,Male,Human Resources,Human Resources,Marketing,6507,No,2,2022-03,3,Yes,Yes,39,3,1,No,Senior,APAC,0
1367,30,Female,Human Resources,Human Resources,Medical,4306,Yes,4,2023-11,17,Yes,Yes,91,4,1,No,Mid,APAC,0
1368,55,Male,Sales,Sales Representative,Human Resources,4394,No,4,2024-01,5,Yes,No,57,4,2,No,Mid,Americas,0
1369,23,Male,Sales,Sales Executive,Technical Degree,5743,No,4,2024-12,19,No,No,60,4,2,Yes,Mid,Americas,1
1370,29,Female,Sales,Sales Representative,Marketing,6440,No,4,2024-06,18,Yes,Yes,64,4,1,No,Mid,Americas,0
1371,40,Male,Sales,Sales Executive,Technical Degree,3968,No,4,2024-09,4,Yes,No,106,3,1,No,Junior,Americas,0
1372,36,Female,Sales,Sales Executive,Other,6060,No,3,2023-10,0,Yes,Yes,40,4,1,Yes,Mid,Americas,0
1373,59,Female,Research & Development,Laboratory Technician,Life Sciences,6812,Yes,3,2022-06,5,Yes,Yes,92,4,2,No,Senior,EMEA,0
1374,56,Male,Sales,Manager,Medical,6718,No,1,2022-12,8,Yes,No,93,4,2,No,Senior,Americas,0
1375,56,Female,Sales,Sales Representative,Life Sciences,5864,No,3,2024-10,2,Yes,No,96,3,1,Yes,Mid,Americas,0
1376,32,Male,Research & Development,Research Scientist,Life Sciences,5118,No,2,2022-03,4,Yes,Yes,59,4,4,Yes,Mid,APAC,0
1377,32,Male,Sales,Sales Representative,Technical Degree,2500,No,3,2024-12,9,Yes,Yes,119,3,4,No,Junior,Americas,0
1378,23,Male,Research & Development,Healthcare Representative,Other,4960,No,3,2024-08,17,Yes,Yes,23,4,3,Yes,Mid,APAC,0
1379,48,Male,Sales,Sales Executive,Other,7189,No,1,2023-09,7,Yes,Yes,17,4,3,No,Senior,Americas,0
1380,44,Male,Sales,Sales Representative,Life Sciences,4644,No,3,2023-10,13,Yes,Yes,51,3,4,No,Mid,Americas,0
1381,23,Male,Research & Development,Manager,Medical,6698,No,1,2023-11,19,Yes,Yes,59,3,1,No,Senior,EMEA,0
1382,46,Male,Research & Development,Research Scientist,Other,8071,No,3,2023-08,11,Yes,Yes,62,3,1,No,Senior,EMEA,0
1383,26,Male,Human Resources,Manager,Technical Degree,5448,No,1,2024-06,19,Yes,Yes,45,3,4,No,Mid,APAC,0
1384,45,Female,Research & Development,Research Scientist,Human Resources,8748,Yes,4,2022-08,15,Yes,No,61,4,1,Yes,Lead,EMEA,0
1385,53,Male,Research & Development,Manager,Life Sciences,8796,No,2,2023-01,17,Yes,Yes,63,4,3,No,Lead,APAC,0
1386,56,Female,Sales,Sales Executive,Life Sciences,6244,No,3,2023-04,10,Yes,Yes,95,4,2,No,Mid,Americas,0
1387,34,Male,Sales,Sales Representative,Life Sciences,4015,No,1,2023-07,16,Yes,Yes,33,3,2,No,Mid,Americas,0
1388,41,Male,Research & Development,Research Scientist,Human Resources,6054,No,3,2024-10,16,Yes,Yes,94,3,4,No,Mid,EMEA,0
1389,56,Male,Research & Development,Healthcare Representative,Life Sciences,5493,No,4,2022-12,8,No,No,20,4,3,No,Mid,APAC,1
1390,49,Female,Human Resources,Manager,Other,3458,No,2,2022-09,14,Yes,Yes,93,3,2,No,Junior,APAC,0
1391,52,Male,Research & Development,Laboratory Technician,Life Sciences,6640,No,2,2022-07,7,No,No,50,4,2,Yes,Senior,Americas,1
1392,46,Male,Research & Development,Research Scientist,Marketing,5240,Yes,4,2024-03,7,No,No,34,4,2,No,Mid,Americas,1
1393,56,Female,Research & Development,Laboratory Technician,Technical Degree,5349,No,2,2024-04,18,No,No,26,3,3,No,Mid,EMEA,1
1394,50,Female,Sales,Sales Executive,Marketing,4072,Yes,2,2023-03,18,Yes,Yes,89,4,4,No,Mid,Americas,0
1395,32,Male,Human Resources,Manager,Marketing,5542,No,1,2024-05,2,Yes,Yes,25,3,4,No,Mid,APAC,0
1396,49,Female,Human Resources,Human Resources,Other,3696,No,4,2023-02,19,No,No,110,4,3,No,Junior,APAC,1
1397,35,Female,Research & Development,Healthcare Representative,Medical,6458,No,1,2024-04,7,Yes,Yes,95,3,3,No,Mid,Americas,0
1398,24,Male,Research & Development,Laboratory Technician,Human Resources,5724,No,4,2023-02,13,No,No,58,4,1,Yes,Mid,EMEA,1
1399,27,Male,Research & Development,Laboratory Technician,Marketing,7057,No,2,2023-12,0,Yes,Yes,32,4,4,Yes,Senior,EMEA,0
1400,42,Male,Sales,Manager,Medical,5795,Yes,2,2023-11,17,No,No,106,4,4,No,Mid,Americas,1
1401,25,Female,Human Resources,Human Resources,Human Resources,6476,No,4,2022-08,6,No,No,77,3,2,Yes,Mid,APAC,1
1402,49,Male,Research & Development,Laboratory Technician,Technical Degree,4641,Yes,4,2022-07,6,Yes,No,116,4,1,No,Mid,EMEA,0
1403,40,Female,Research & Development,Manager,Other,7403,No,3,2023-08,13,Yes,No,48,4,3,No,Senior,APAC,0
1404,46,Male,Sales,Manager,Technical Degree,4669,No,3,2023-06,18,Yes,Yes,42,3,3,No,Mid,Americas,0
1405,40,Female,Human Resources,Human Resources,Medical,5814,No,4,2022-10,5,Yes,No,54,4,1,No,Mid,APAC,0
1406,23,Female,Research & Development,Laboratory Technician,Life Sciences,7475,No,3,2022-09,5,No,No,118,3,3,No,Senior,Americas,1
1407,53,Male,Sales,Sales Executive,Marketing,5126,No,2,2024-09,6,Yes,No,93,3,2,No,Mid,Americas,0
1408,45,Male,Human Resources,Human Resources,Human Resources,5276,No,1,2022-03,7,Yes,Yes,48,4,3,No,Mid,APAC,0
1409,37,Male,Sales,Sales Executive,Medical,5379,No,1,2024-09,4,Yes,Yes,24,4,4,No,Mid,Americas,0
1410,41,Male,Sales,Sales Executive,Technical Degree,4302,No,2,2022-01,16,No,No,63,3,3,No,Mid,Americas,1
1411,35,Male,Human Resources,Manager,Human Resources,5042,No,4,2024-02,2,Yes,Yes,91,4,3,No,Mid,APAC,0
1412,37,Male,Human Resources,Human Resources,Marketing,5016,No,3,2022-04,6,Yes,No,76,4,2,No,Mid,APAC,0
1413,34,Male,Research & Development,Research Scientist,Other,7132,No,3,2024-10,17,Yes,Yes,42,4,3,No,Senior,EMEA,0
1414,54,Female,Research & Development,Healthcare Representative,Marketing,6235,No,1,2023-03,12,No,No,99,3,3,No,Mid,EMEA,1
1415,34,Male,Research & Development,Laboratory Technician,Human Resources,7064,No,4,2022-05,2,Yes,Yes,76,3,3,Yes,Senior,Americas,0
1416,29,Male,Sales,Sales Representative,Human Resources,7930,No,3,2023-10,15,No,No,22,3,4,No,Senior,Americas,1
1417,41,Male,Sales,Sales Executive,Human Resources,4549,No,1,2024-05,8,Yes,Yes,114,4,3,No,Mid,Americas,0
1418,36,Female,Research & Development,Healthcare Representative,Human Resources,4857,No,2,2023-05,11,No,No,57,4,3,No,Mid,EMEA,1
1419,39,Male,Research & Development,Healthcare Representative,Technical Degree,3181,No,2,2022-05,10,No,No,24,4,1,No,Junior,EMEA,1
1420,41,Male,Research & Development,Healthcare Representative,Marketing,3760,Yes,4,2022-06,18,Yes,Yes,92,3,1,No,Junior,EMEA,0
1421,52,Male,Research & Development,Manager,Human Resources,5643,No,2,2024-09,13,Yes,Yes,70,3,2,No,Mid,EMEA,0
1422,55,Female,Sales,Manager,Medical,8576,No,3,2023-08,5,Yes,Yes,84,3,1,No,Lead,Americas,0
